No.     Time           Source                Destination           Protocol Length Info
    814 57.854165      192.168.1.135         216.58.204.206        QUIC     73     Protected Payload (KP0), DCID=fb4925a05244ccf6
    815 57.859369      104.18.19.125         192.168.1.135         TCP      60     443 → 30813 [ACK] Seq=250 Ack=7853 Win=16 Len=0
    816 57.864887      192.168.1.135         104.18.19.125         TCP      66     22944 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    817 57.869935      216.58.204.206        192.168.1.135         QUIC     1292   Protected Payload (KP0)
    818 57.869935      216.58.204.206        192.168.1.135         QUIC     658    Protected Payload (KP0)
    819 57.869935      216.58.204.206        192.168.1.135         QUIC     163    Protected Payload (KP0)
    820 57.871092      192.168.1.135         216.58.204.206        QUIC     77     Protected Payload (KP0), DCID=fb4925a05244ccf6
    821 57.880770      104.18.19.125         192.168.1.135         TCP      66     443 → 22944 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192
    822 57.880870      192.168.1.135         104.18.19.125         TCP      54     22944 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    823 57.882491      192.168.1.135         104.18.19.125         TLSv1.3  571    Client Hello (SNI=api3.cursor.sh)
    824 57.885863      216.58.204.206        192.168.1.135         QUIC     65     Protected Payload (KP0)
    825 57.898754      104.18.19.125         192.168.1.135         TCP      60     443 → 22944 [ACK] Seq=1 Ack=518 Win=131072 Len=0
    826 57.899985      104.18.19.125         192.168.1.135         TLSv1.3  1506   Server Hello, Change Cipher Spec
    827 57.899985      104.18.19.125         192.168.1.135         TLSv1.3  1403   Application Data
    828 57.907835      192.168.1.135         104.18.19.125         TCP      54     22944 → 443 [FIN, ACK] Seq=518 Ack=2802 Win=65280 Len=0
    829 57.909492      192.168.1.135         216.58.204.206        QUIC     74     Protected Payload (KP0), DCID=fb4925a05244ccf6
    830 57.924327      104.18.19.125         192.168.1.135         TCP      60     443 → 22944 [FIN, ACK] Seq=2802 Ack=519 Win=131072 Len=0
    831 57.925419      192.168.1.135         104.18.19.125         TCP      54     22944 → 443 [ACK] Seq=519 Ack=2803 Win=65280 Len=0
    832 58.020820      192.168.1.135         100.49.175.34         TCP      55     [TCP Keep-Alive] 1471 → 443 [ACK] Seq=1 Ack=1 Win=250 Len=1
    833 58.148070      100.49.175.34         192.168.1.135         TCP      66     [TCP Keep-Alive ACK] 443 → 1471 [ACK] Seq=1 Ack=2 Win=140 Len=0 SLE=1 SRE=2
    834 58.352082      172.64.148.235        192.168.1.135         TLSv1.2  78     Application Data
    835 58.354300      192.168.1.135         172.64.148.235        TLSv1.2  82     Application Data
    836 58.371146      172.64.148.235        192.168.1.135         TCP      60     443 → 22700 [ACK] Seq=73 Ack=85 Win=16 Len=0
    837 58.727642      192.168.1.135         100.90.1.1            DNS      77     Standard query 0x62b9 HTTPS chat.deepseek.com
    838 58.728208      192.168.1.135         100.90.1.1            DNS      77     Standard query 0xcfa3 A chat.deepseek.com
    839 58.743521      100.90.1.1            192.168.1.135         DNS      158    Standard query response 0x62b9 HTTPS chat.deepseek.com CNAME d3bbv8sr76az5s.cloudfront.net HTTPS A 3.173.21.63
    840 58.751754      100.90.1.1            192.168.1.135         DNS      136    Standard query response 0xcfa3 A chat.deepseek.com CNAME d3bbv8sr76az5s.cloudfront.net A 3.173.21.63
    841 58.753626      192.168.1.135         3.173.21.63           TCP      66     19290 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    842 58.769216      3.173.21.63           192.168.1.135         TCP      66     443 → 19290 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512
    843 58.769298      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    844 58.770350      192.168.1.135         3.173.21.63           TLSv1.3  2062   Client Hello (SNI=chat.deepseek.com)
    845 58.787325      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=1 Ack=2009 Win=69632 Len=0
    846 58.787796      3.173.21.63           192.168.1.135         TLSv1.3  1376   Server Hello, Change Cipher Spec, Application Data, Application Data
    847 58.835779      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=2009 Ack=1323 Win=64000 Len=0
    848 58.853583      192.168.1.135         3.173.21.63           TLSv1.3  118    Change Cipher Spec, Application Data
    849 58.858659      192.168.1.135         3.173.21.63           TLSv1.3  146    Application Data
    850 58.858738      192.168.1.135         3.173.21.63           TLSv1.3  1663   Application Data
    851 58.870324      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=1323 Ack=2073 Win=69632 Len=0
    852 58.870324      3.173.21.63           192.168.1.135         TLSv1.3  233    Application Data
    853 58.870324      3.173.21.63           192.168.1.135         TLSv1.3  116    Application Data
    854 58.870680      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=3774 Ack=1564 Win=65280 Len=0
    855 58.872621      192.168.1.135         3.173.21.63           TLSv1.3  85     Application Data
    856 58.875173      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=1564 Ack=3774 Win=73216 Len=0
    857 58.875173      3.173.21.63           192.168.1.135         TLSv1.3  85     Application Data
    858 58.915107      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=3805 Ack=1595 Win=65280 Len=0
    859 58.944891      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=1595 Ack=3805 Win=73216 Len=0
    860 59.098689      155.102.214.180       192.168.1.135         TLSv1.2  78     Application Data
    861 59.099541      155.102.214.180       192.168.1.135         TCP      60     443 → 8414 [FIN, ACK] Seq=25 Ack=2 Win=83 Len=0
    862 59.099892      192.168.1.135         155.102.214.180       TCP      54     8414 → 443 [ACK] Seq=2 Ack=25 Win=255 Len=0
    863 59.100398      192.168.1.135         155.102.214.180       TCP      54     8414 → 443 [ACK] Seq=2 Ack=26 Win=255 Len=0
    864 59.128375      3.173.21.63           192.168.1.135         TLSv1.3  464    Application Data
    865 59.128375      3.173.21.63           192.168.1.135         TLSv1.3  716    Application Data
    866 59.128885      3.173.21.63           192.168.1.135         TLSv1.3  266    Application Data
    867 59.128885      3.173.21.63           192.168.1.135         TLSv1.3  86     Application Data
    868 59.128885      3.173.21.63           192.168.1.135         TLSv1.3  85     Application Data
    869 59.129102      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=3805 Ack=2942 Win=64000 Len=0
    870 60.112086      192.168.1.135         192.168.1.142         TCP      164    32431 → 8009 [PSH, ACK] Seq=1211 Ack=1211 Win=253 Len=110 [TCP segment of a reassembled PDU]
    871 60.252877      192.168.1.142         192.168.1.135         TCP      164    8009 → 32431 [PSH, ACK] Seq=1211 Ack=1321 Win=1161 Len=110 [TCP segment of a reassembled PDU]
    872 60.302872      192.168.1.135         192.168.1.142         TCP      54     32431 → 8009 [ACK] Seq=1321 Ack=1321 Win=252 Len=0
    873 60.351248      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Leave group 224.168.100.1
    874 60.446719      192.168.1.135         192.168.1.128         TCP      164    22275 → 8009 [PSH, ACK] Seq=1321 Ack=1321 Win=252 Len=110 [TCP segment of a reassembled PDU]
    875 60.448232      192.168.1.128         192.168.1.135         TCP      164    8009 → 22275 [PSH, ACK] Seq=1321 Ack=1431 Win=1881 Len=110 [TCP segment of a reassembled PDU]
    876 60.494006      192.168.1.135         192.168.1.128         TCP      54     22275 → 8009 [ACK] Seq=1431 Ack=1431 Win=252 Len=0
    877 60.734115      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Join group 224.168.100.1 for any sources
    878 60.742609      192.168.1.135         3.173.21.63           TLSv1.3  175    Application Data
    879 60.743828      192.168.1.135         3.173.21.63           TLSv1.3  179    Application Data
    880 60.759167      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=2942 Ack=3926 Win=73216 Len=0
    881 60.759167      3.173.21.63           192.168.1.135         TCP      60     443 → 19290 [ACK] Seq=2942 Ack=4051 Win=73216 Len=0
    882 60.843898      192.168.1.135         224.0.0.22            IGMPv3   54     Membership Report / Join group 224.168.100.1 for any sources
    883 60.853330      192.168.1.135         104.18.19.125         TCP      66     19291 → 443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
    884 60.869857      104.18.19.125         192.168.1.135         TCP      66     443 → 19291 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192
    885 60.870083      192.168.1.135         104.18.19.125         TCP      54     19291 → 443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
    886 60.872608      192.168.1.135         104.18.19.125         TLSv1.3  571    Client Hello (SNI=api3.cursor.sh)
    887 60.888509      104.18.19.125         192.168.1.135         TCP      60     443 → 19291 [ACK] Seq=1 Ack=518 Win=131072 Len=0
    888 60.891420      104.18.19.125         192.168.1.135         TLSv1.3  1506   Server Hello, Change Cipher Spec
    889 60.891420      104.18.19.125         192.168.1.135         TLSv1.3  1403   Application Data
    890 60.902147      192.168.1.135         104.18.19.125         TCP      54     19291 → 443 [FIN, ACK] Seq=518 Ack=2802 Win=65280 Len=0
    891 60.922628      104.18.19.125         192.168.1.135         TCP      60     443 → 19291 [FIN, ACK] Seq=2802 Ack=519 Win=131072 Len=0
    892 60.923359      192.168.1.135         104.18.19.125         TCP      54     19291 → 443 [ACK] Seq=519 Ack=2803 Win=65280 Len=0
    893 61.012596      3.173.21.63           192.168.1.135         TLSv1.3  898    Application Data
    894 61.012596      3.173.21.63           192.168.1.135         TLSv1.3  85     Application Data
    895 61.014820      3.173.21.63           192.168.1.135         TLSv1.3  464    Application Data
    896 61.014820      3.173.21.63           192.168.1.135         TLSv1.3  864    Application Data
    897 61.014906      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=4051 Ack=5037 Win=65280 Len=0
    898 61.015228      3.173.21.63           192.168.1.135         TCP      1494   443 → 19290 [ACK] Seq=5037 Ack=4051 Win=73216 Len=1440 [TCP segment of a reassembled PDU]
    899 61.015228      3.173.21.63           192.168.1.135         TLSv1.3  659    Application Data
    900 61.016871      3.173.21.63           192.168.1.135         TLSv1.3  1428   Application Data
    901 61.016918      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=4051 Ack=8456 Win=65280 Len=0
    902 61.018656      3.173.21.63           192.168.1.135         TCP      1494   443 → 19290 [ACK] Seq=8456 Ack=4051 Win=73216 Len=1440 [TCP segment of a reassembled PDU]
    903 61.018656      3.173.21.63           192.168.1.135         TLSv1.3  657    Application Data
    904 61.066723      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=4051 Ack=10499 Win=65280 Len=0
    905 61.098664      3.173.21.63           192.168.1.135         TCP      1494   443 → 19290 [ACK] Seq=10499 Ack=4051 Win=73216 Len=1440 [TCP segment of a reassembled PDU]
    906 61.098664      3.173.21.63           192.168.1.135         TLSv1.3  302    Application Data
    907 61.098664      3.173.21.63           192.168.1.135         TLSv1.3  85     Application Data
    908 61.146755      192.168.1.135         3.173.21.63           TCP      54     19290 → 443 [ACK] Seq=4051 Ack=12218 Win=65280 Len=0
    909 61.785623      192.168.1.135         142.251.140.234       UDP      71     60894 → 443 Len=29
    910 61.787167      192.168.1.135         192.168.1.255         UDP      1462   889 → 889 Len=1420
    911 61.805220      142.251.140.234       192.168.1.135         UDP      67     443 → 60894 Len=25
    912 62.826910      192.168.1.128         224.0.0.251           MDNS     82     Standard query 0x0000 PTR _googlecast._tcp.local, "QM" question
    913 62.880502      192.168.1.142         224.0.0.251           MDNS     435    Standard query response 0x0000 PTR Haier-Android-TV-DVB-eead30e92ef3d758bb3c9f3a8eee85f1._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 eead30e9-2ef3-d758-bb3c-9f3a8eee85f1.local A, cache flush 192.168.1.142
    914 62.929855      192.168.1.128         224.0.0.251           MDNS     420    Standard query response 0x0000 PTR PANASONIC-TV-7f543f26a3edc2d9f3656277a1349678._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7f543f26-a3ed-c2d9-f365-6277a1349678.local A, cache flush 192.168.1.128
    915 63.744171      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
    916 64.336066      GigaByteTech_dc:84:25 Broadcast             ARP      42     Who has 192.168.1.140? Tell 192.168.1.135
